state,district,pincode_x,age_0_5,age_5_17,age_18_greater,pincode_y,bio_age_5_17,bio_age_17_,pincode,demo_age_5_17,demo_age_17_,child_to_bio_gap,demo_without_bio_gap,child_to_adult_gap,q1_insight,migration_pressure_index,migration_signal
chhattisgarh,surajpur,280927446,2217,662,6,411198133,23845,42900,431085618,2824,31031,-23183,-11869,656,Backlog clearing / catch-up activity,10561.57143,Severe urban pressure (migration hub)
chhattisgarh,surguja,291311341,2814,643,11,467763180,29241,48755,517955503,8190,95370,-28598,46615,632,Backlog clearing / catch-up activity,12010.41667,Severe urban pressure (migration hub)
chhattisgarh,uttar bastar kanker,498510005,2089,424,10,1107748253,25917,53174,0,0,0,-25493,-53174,414,Backlog clearing / catch-up activity,4834,Severe urban pressure (migration hub)
dadra and nagar haveli and daman and diu,dadra and nagar haveli,95887817,1294,224,38,216735427,10369,15672,0,0,0,-10145,-15672,186,Backlog clearing / catch-up activity,401.8461538,Severe urban pressure (migration hub)
dadra and nagar haveli and daman and diu,daman,34866690,103,16,8,163240210,2539,2484,0,0,0,-2523,-2484,8,Backlog clearing / catch-up activity,276,Severe urban pressure (migration hub)
dadra and nagar haveli and daman and diu,diu,28641470,83,8,4,126528800,1739,1378,0,0,0,-1731,-1378,4,Backlog clearing / catch-up activity,275.6,Severe urban pressure (migration hub)
delhi,central,52697812,2723,972,190,81962701,21389,26567,89994095,3383,31672,-20417,5105,782,Backlog clearing / catch-up activity,304.9162304,Severe urban pressure (migration hub)
delhi,east,61859425,7982,2422,222,79580306,48927,60743,90477583,23034,145816,-46505,85073,2200,Backlog clearing / catch-up activity,926.2735426,Severe urban pressure (migration hub)
delhi,new delhi,11661355,915,500,217,21672327,2109,1768,0,0,0,-1609,-1768,283,Backlog clearing / catch-up activity,8.110091743,Severe urban pressure (migration hub)
delhi,north,31690838,3097,1208,81,36972979,23042,30695,42474516,8352,66127,-21834,35432,1127,Backlog clearing / catch-up activity,1180.756098,Severe urban pressure (migration hub)
delhi,north east,56247670,9497,4070,63,68906528,72337,99011,0,0,0,-68267,-99011,4007,Backlog clearing / catch-up activity,1547.046875,Severe urban pressure (migration hub)
delhi,north west,130417837,12192,3231,351,164207252,117866,162523,0,0,0,-114635,-162523,2880,Backlog clearing / catch-up activity,461.7130682,Severe urban pressure (migration hub)
delhi,shahdara,21793701,1110,506,63,33791519,2406,4647,45348840,4021,19657,-1900,15010,443,Backlog clearing / catch-up activity,379.75,Severe urban pressure (migration hub)
delhi,south,142282979,9973,2709,462,187287940,85284,109491,206545266,17448,156597,-82575,47106,2247,Backlog clearing / catch-up activity,574.7041037,Severe urban pressure (migration hub)
delhi,south east,3960900,46,8,5,6821550,220,303,0,0,0,-212,-303,3,Backlog clearing / catch-up activity,50.5,Severe urban pressure (migration hub)
delhi,south west,152860235,6888,1911,348,232313825,57956,63747,0,0,0,-56045,-63747,1563,Backlog clearing / catch-up activity,182.6561605,Severe urban pressure (migration hub)
delhi,west,74499487,13876,4338,998,93867459,62529,86434,118298653,21384,161132,-58191,74698,3340,Backlog clearing / catch-up activity,247.8138138,Severe urban pressure (migration hub)
goa,north goa,352533796,1086,143,99,1249166466,16446,16925,0,0,0,-16303,-16925,44,Backlog clearing / catch-up activity,169.25,Severe urban pressure (migration hub)
goa,south goa,254331838,795,108,64,912344991,13761,12282,0,0,0,-13653,-12282,44,Backlog clearing / catch-up activity,188.9538462,Severe urban pressure (migration hub)
gujarat,ahmedabad,1755874336,16790,7834,836,3296596266,147697,224306,3669320238,22890,188337,-139863,-35969,6998,Backlog clearing / catch-up activity,493.0023895,Severe urban pressure (migration hub)
gujarat,amreli,431800050,3416,570,246,921191370,30515,30687,1022801228,1450,18075,-29945,-12612,324,Backlog clearing / catch-up activity,197.417004,Severe urban pressure (migration hub)
gujarat,anand,765282335,5564,808,533,1695807848,45268,54356,1778956766,2522,24210,-44460,-30146,275,Backlog clearing / catch-up activity,147.1273408,Severe urban pressure (migration hub)
gujarat,arvalli,250300943,1924,317,117,530884401,17494,9471,536251035,1070,4935,-17177,-4536,200,Backlog clearing / catch-up activity,122.0847458,Severe urban pressure (migration hub)
gujarat,banas kantha,658242141,15835,12382,2417,921854435,65710,67890,0,0,0,-53328,-67890,9965,Backlog clearing / catch-up activity,28.07692308,Severe urban pressure (migration hub)
gujarat,bharuch,521319166,3694,475,97,1126717864,33604,32841,1234231564,4214,28879,-33129,-3962,378,Backlog clearing / catch-up activity,629.7959184,Severe urban pressure (migration hub)
gujarat,bhavnagar,664746220,8342,1273,444,1187634217,57972,65110,1302002624,4121,36851,-56699,-28259,829,Backlog clearing / catch-up activity,229.1258427,Severe urban pressure (migration hub)
gujarat,botad,152636801,2287,470,169,311905014,9009,5069,331974237,742,4151,-8539,-918,301,Backlog clearing / catch-up activity,54.23529412,Severe urban pressure (migration hub)
gujarat,chhotaudepur,204970195,2195,1289,589,418552693,17052,13400,442817426,1117,5281,-15763,-8119,700,Backlog clearing / catch-up activity,31.66271186,Severe urban pressure (migration hub)
gujarat,dahod,559646851,10295,11141,1947,797436619,55681,59641,828954438,2998,23459,-44540,-36182,9194,Backlog clearing / catch-up activity,42.65913758,Severe urban pressure (migration hub)
gujarat,dang,1578852,531,179,162,0,0,0,0,0,0,179,0,17,Healthy lifecycle,0,Stable / low migration
gujarat,dangs,86837797,1061,186,74,152361201,11173,12676,151571843,993,3704,-10987,-8972,112,Backlog clearing / catch-up activity,218.4,Severe urban pressure (migration hub)
gujarat,devbhumi dwarka,208025957,1828,414,220,385348198,15988,6715,0,0,0,-15574,-6715,194,Backlog clearing / catch-up activity,30.38461538,Severe urban pressure (migration hub)
gujarat,gandhinagar,455464895,4041,815,735,1013281625,29413,36973,1201769209,5129,45306,-28598,8333,80,Backlog clearing / catch-up activity,111.7921196,Severe urban pressure (migration hub)
gujarat,gir somnath,270741431,4346,967,373,454464699,21326,11159,0,0,0,-20359,-11159,594,Backlog clearing / catch-up activity,29.8368984,Severe urban pressure (migration hub)
gujarat,jamnagar,600498588,4956,781,279,1194052062,36096,34997,1297708159,2730,29956,-35315,-5041,502,Backlog clearing / catch-up activity,231.975,Severe urban pressure (migration hub)
gujarat,junagadh,661193786,4806,549,92,1334530174,30495,60244,1383796679,2212,24875,-29946,-35369,457,Backlog clearing / catch-up activity,915.2580645,Severe urban pressure (migration hub)
gujarat,kachchh,650665641,6140,2561,520,1398193494,57990,49689,1523351627,5629,48545,-55429,-1144,2041,Backlog clearing / catch-up activity,188.5489443,Severe urban pressure (migration hub)
gujarat,kheda,760835880,5775,1186,516,1482530154,42806,57368,1551103309,2875,29508,-41620,-27860,670,Backlog clearing / catch-up activity,168.0386847,Severe urban pressure (migration hub)
gujarat,mahesana,611681639,5243,888,293,1277285468,37888,49186,1364719752,3940,31118,-37000,-18068,595,Backlog clearing / catch-up activity,273.1428571,Severe urban pressure (migration hub)
gujarat,mahisagar,240751239,2029,391,130,453135557,16043,11102,446888208,680,4879,-15652,-6223,261,Backlog clearing / catch-up activity,121.9923664,Severe urban pressure (migration hub)
gujarat,morbi,176681928,5521,1784,653,268984996,19220,9150,281693518,2492,14402,-17436,5252,1131,Backlog clearing / catch-up activity,36.01223242,Severe urban pressure (migration hub)
gujarat,narmada,191653693,1144,90,29,371930316,13313,19277,385701594,1774,8946,-13223,-10331,61,Backlog clearing / catch-up activity,940.7666667,Severe urban pressure (migration hub)
gujarat,navsari,368248874,2433,196,103,983041665,21799,18705,1121403693,2241,16207,-21603,-2498,93,Backlog clearing / catch-up activity,335.6923077,Severe urban pressure (migration hub)
gujarat,panch mahals,491165831,5646,1538,427,952316178,35468,56626,0,0,0,-33930,-56626,1111,Backlog clearing / catch-up activity,132.3037383,Severe urban pressure (migration hub)
gujarat,patan,364053068,5992,2203,715,638895402,32049,34098,665047803,2112,20129,-29846,-13969,1488,Backlog clearing / catch-up activity,75.73603352,Severe urban pressure (migration hub)
gujarat,porbandar,190959223,2002,330,181,366387796,12487,14462,413303536,972,9525,-12157,-4937,149,Backlog clearing / catch-up activity,131.7967033,Severe urban pressure (migration hub)
gujarat,rajkot,727687104,12333,3670,917,1338677195,70436,78462,1459388668,8075,104918,-66766,26456,2753,Backlog clearing / catch-up activity,199.7603486,Severe urban pressure (migration hub)
gujarat,sabar kantha,687226334,4638,2327,496,1383283243,33043,47333,0,0,0,-30716,-47333,1831,Backlog clearing / catch-up activity,95.23742455,Severe urban pressure (migration hub)
gujarat,surat,1154756033,18271,6245,652,2167726299,123585,123919,2426556625,28026,266087,-117340,142168,5593,Backlog clearing / catch-up activity,597.2526799,Severe urban pressure (migration hub)
gujarat,surendranagar,585160353,5564,2217,412,1019966289,37554,43972,1132820676,2002,23956,-35337,-20016,1805,Backlog clearing / catch-up activity,164.4745763,Severe urban pressure (migration hub)
gujarat,tapi,303363057,1845,205,150,610691955,14859,19489,597659605,1530,6473,-14654,-13016,55,Backlog clearing / catch-up activity,171.9337748,Severe urban pressure (migration hub)
gujarat,vadodara,1225298515,9224,2384,544,2195869228,64825,111518,2369476822,7450,61945,-62441,-49573,1840,Backlog clearing / catch-up activity,318.2807339,Severe urban pressure (migration hub)
gujarat,valsad,499120604,5748,1370,223,996671663,34907,37467,1060057029,5332,27652,-33537,-9815,1147,Backlog clearing / catch-up activity,290.7098214,Severe urban pressure (migration hub)
haryana,ambala,104792652,3019,120,33,200042408,23738,39392,209267040,3442,25200,-23618,-14192,87,Backlog clearing / catch-up activity,1899.764706,Severe urban pressure (migration hub)
haryana,bhiwani,140570559,3253,146,16,263988353,33774,49647,280772700,3403,24926,-33628,-24721,130,Backlog clearing / catch-up activity,4386.647059,Severe urban pressure (migration hub)
haryana,charkhi dadri,50882470,821,18,0,96660586,2785,5908,0,0,0,-2767,-5908,18,Backlog clearing / catch-up activity,5908,Severe urban pressure (migration hub)
haryana,faridabad,97540101,12498,3184,316,142927138,53178,51892,161442472,17079,119319,-49994,67427,2868,Backlog clearing / catch-up activity,540.0977918,Severe urban pressure (migration hub)
haryana,fatehabad,70797920,2468,88,9,114577423,26284,33780,116954006,3790,30260,-26196,-3520,79,Backlog clearing / catch-up activity,6404,Severe urban pressure (migration hub)
haryana,gurugram,154420863,7164,1834,401,248141051,31456,30935,296839456,11254,86526,-29622,55591,1433,Backlog clearing / catch-up activity,292.1915423,Severe urban pressure (migration hub)
haryana,hisar,112046679,4850,288,18,183961764,49121,54984,188703793,5662,46720,-48833,-8264,270,Backlog clearing / catch-up activity,5352.842105,Severe urban pressure (migration hub)
haryana,jhajjar,99010389,2475,96,8,188228495,22446,27909,189333236,2955,22721,-22350,-5188,88,Backlog clearing / catch-up activity,5625.555556,Severe urban pressure (migration hub)
haryana,jind,83992697,3691,91,0,113756259,31315,49279,122079745,4250,33135,-31224,-16144,91,Backlog clearing / catch-up activity,82414,Severe urban pressure (migration hub)
haryana,kaithal,80944651,2864,84,12,122164356,31311,39033,130189895,4023,26847,-31227,-12186,72,Backlog clearing / catch-up activity,5067.692308,Severe urban pressure (migration hub)
haryana,karnal,108288330,3800,168,8,160714703,29000,53394,173656278,5625,33187,-28832,-20207,160,Backlog clearing / catch-up activity,9620.111111,Severe urban pressure (migration hub)
haryana,kurukshetra,84394321,2297,76,11,134480907,20438,40127,139246237,2881,20210,-20362,-19917,65,Backlog clearing / catch-up activity,5028.083333,Severe urban pressure (migration hub)
haryana,mahendragarh,61511321,2524,142,24,82794692,18780,25039,84762905,2626,20664,-18638,-4375,118,Backlog clearing / catch-up activity,1828.12,Severe urban pressure (migration hub)
haryana,nuh,51926623,8037,728,60,61575239,35676,27153,69151115,5550,52612,-34948,25459,668,Backlog clearing / catch-up activity,1307.622951,Severe urban pressure (migration hub)
haryana,palwal,49042710,4319,317,4,60786243,27955,25047,69626277,6198,51766,-27638,26719,313,Backlog clearing / catch-up activity,15362.6,Severe urban pressure (migration hub)
haryana,panchkula,76797092,1260,88,5,167135869,16611,16303,199437895,4417,23523,-16523,7220,83,Backlog clearing / catch-up activity,6637.666667,Severe urban pressure (migration hub)
haryana,panipat,77153636,5434,530,46,132377624,28133,42072,142946606,9038,56817,-27603,14745,484,Backlog clearing / catch-up activity,2104.021277,Severe urban pressure (migration hub)
haryana,rewari,83044507,2301,147,6,151816935,22862,21647,163402007,5288,32666,-22715,11019,141,Backlog clearing / catch-up activity,7759,Severe urban pressure (migration hub)
haryana,rohtak,90709897,3111,182,61,164159223,22933,43084,172492321,3575,18902,-22751,-24182,121,Backlog clearing / catch-up activity,999.7741935,Severe urban pressure (migration hub)
haryana,sirsa,91191942,3112,187,2,144978930,36629,49388,157489192,4307,43059,-36442,-6329,185,Backlog clearing / catch-up activity,30815.66667,Severe urban pressure (migration hub)
haryana,sonipat,142448564,4215,261,37,226142286,30793,43234,238600645,6659,44125,-30532,891,224,Backlog clearing / catch-up activity,2298.921053,Severe urban pressure (migration hub)
haryana,yamunanagar,101085177,3281,108,8,173916884,30402,49213,183380462,5363,38638,-30294,-10575,100,Backlog clearing / catch-up activity,9761.222222,Severe urban pressure (migration hub)
himachal pradesh,bilaspur,108428284,965,13,0,318842921,8618,10326,0,0,0,-8605,-10326,13,Backlog clearing / catch-up activity,10326,Severe urban pressure (migration hub)
himachal pradesh,chamba,137166642,1522,58,7,302192467,14511,14254,0,0,0,-14453,-14254,51,Backlog clearing / catch-up activity,1781.75,Severe urban pressure (migration hub)
himachal pradesh,hamirpur,149128930,1157,14,1,539492695,9881,10605,0,0,0,-9867,-10605,13,Backlog clearing / catch-up activity,5302.5,Severe urban pressure (migration hub)
himachal pradesh,kangra,434401732,3791,74,22,1224133916,39468,37852,0,0,0,-39394,-37852,52,Backlog clearing / catch-up activity,1645.73913,Severe urban pressure (migration hub)
himachal pradesh,kinnaur,25299944,133,21,5,132695743,2076,1996,0,0,0,-2055,-1996,16,Backlog clearing / catch-up activity,332.6666667,Severe urban pressure (migration hub)
himachal pradesh,kullu,111980693,992,111,105,297989332,10178,8380,0,0,0,-10067,-8380,6,Backlog clearing / catch-up activity,79.05660377,Severe urban pressure (migration hub)
himachal pradesh,lahaul and spiti,10942935,68,2,0,106837854,682,725,0,0,0,-680,-725,2,Backlog clearing / catch-up activity,725,Severe urban pressure (migration hub)
himachal pradesh,mandi,260057253,2415,43,11,741841556,25092,29529,0,0,0,-25049,-29529,32,Backlog clearing / catch-up activity,2460.75,Severe urban pressure (migration hub)
himachal pradesh,shimla,182630592,1455,158,21,624961721,17678,16992,0,0,0,-17520,-16992,137,Backlog clearing / catch-up activity,772.3636364,Severe urban pressure (migration hub)
himachal pradesh,sirmaur,103954905,1475,61,7,203062936,12471,12796,0,0,0,-12410,-12796,54,Backlog clearing / catch-up activity,1599.5,Severe urban pressure (migration hub)
himachal pradesh,solan,109831365,1074,60,6,320318862,14547,14934,0,0,0,-14487,-14934,54,Backlog clearing / catch-up activity,2133.428571,Severe urban pressure (migration hub)
himachal pradesh,una,141410955,1207,18,0,429831619,13297,13894,0,0,0,-13279,-13894,18,Backlog clearing / catch-up activity,13894,Severe urban pressure (migration hub)
jammu and kashmir,anantnag,145485083,2911,315,34,226972814,24895,17393,0,0,0,-24580,-17393,281,Backlog clearing / catch-up activity,496.9428571,Severe urban pressure (migration hub)
jammu and kashmir,bandipora,50498013,1262,292,42,77955558,9787,7985,0,0,0,-9495,-7985,250,Backlog clearing / catch-up activity,185.6976744,Severe urban pressure (migration hub)
jammu and kashmir,baramulla,151098604,3064,502,64,248864559,25833,28204,0,0,0,-25331,-28204,438,Backlog clearing / catch-up activity,433.9076923,Severe urban pressure (migration hub)
jammu and kashmir,budgam,127959893,2409,235,16,227522897,21318,11506,0,0,0,-21083,-11506,219,Backlog clearing / catch-up activity,676.8235294,Severe urban pressure (migration hub)
jammu and kashmir,doda,110948605,3421,1000,32,184912516,17636,14504,0,0,0,-16636,-14504,968,Backlog clearing / catch-up activity,439.5151515,Severe urban pressure (migration hub)
jammu and kashmir,ganderbal,44958154,764,57,11,75576192,6600,5265,0,0,0,-6543,-5265,46,Backlog clearing / catch-up activity,438.75,Severe urban pressure (migration hub)
jammu and kashmir,jammu,323680647,3685,802,36,623936163,42016,44986,0,0,0,-41214,-44986,766,Backlog clearing / catch-up activity,1215.837838,Severe urban pressure (migration hub)
jammu and kashmir,kathua,149351164,2603,299,9,257805738,21347,14095,0,0,0,-21048,-14095,290,Backlog clearing / catch-up activity,1409.5,Severe urban pressure (migration hub)
jammu and kashmir,kishtwar,34254364,1035,196,6,45187043,9829,8472,0,0,0,-9633,-8472,190,Backlog clearing / catch-up activity,1210.285714,Severe urban pressure (migration hub)
jammu and kashmir,kulgam,29602348,943,218,9,60735167,12947,9306,0,0,0,-12729,-9306,209,Backlog clearing / catch-up activity,930.6,Severe urban pressure (migration hub)
jammu and kashmir,kupwara,82899957,2355,419,40,110535554,22777,21608,0,0,0,-22358,-21608,379,Backlog clearing / catch-up activity,527.0243902,Severe urban pressure (migration hub)
jammu and kashmir,poonch,50904995,2030,525,17,66269575,23434,15701,0,0,0,-22909,-15701,508,Backlog clearing / catch-up activity,872.2777778,Severe urban pressure (migration hub)
jammu and kashmir,pulwama,88339611,1705,111,15,167658836,19698,10368,0,0,0,-19587,-10368,96,Backlog clearing / catch-up activity,648,Severe urban pressure (migration hub)
jammu and kashmir,rajouri,121471878,2040,566,9,200908808,26957,20214,0,0,0,-26391,-20214,557,Backlog clearing / catch-up activity,2021.4,Severe urban pressure (migration hub)
jammu and kashmir,ramban,51911421,1294,564,6,75225980,20702,6677,0,0,0,-20138,-6677,558,Backlog clearing / catch-up activity,953.8571429,Severe urban pressure (migration hub)
jammu and kashmir,reasi,64867216,1088,525,8,113616078,11287,8307,0,0,0,-10762,-8307,517,Backlog clearing / catch-up activity,923,Severe urban pressure (migration hub)
jammu and kashmir,samba,50805745,523,45,9,118363059,6308,3563,0,0,0,-6263,-3563,36,Backlog clearing / catch-up activity,356.3,Severe urban pressure (migration hub)
jammu and kashmir,shopian,13268907,830,203,21,17291233,8560,5107,0,0,0,-8357,-5107,182,Backlog clearing / catch-up activity,232.1363636,Severe urban pressure (migration hub)
jammu and kashmir,srinagar,217223570,2801,254,134,393066472,30627,35165,0,0,0,-30373,-35165,120,Backlog clearing / catch-up activity,260.4814815,Severe urban pressure (migration hub)
jammu and kashmir,udhampur,132414827,2389,325,11,244560426,19244,18346,0,0,0,-18919,-18346,314,Backlog clearing / catch-up activity,1528.833333,Severe urban pressure (migration hub)
jharkhand,bokaro,1203807423,3432,2139,16,2261213927,42303,54236,2459108605,3728,35825,-40164,-18411,2123,Backlog clearing / catch-up activity,5297.705882,Severe urban pressure (migration hub)
jharkhand,chatra,365628741,3404,2701,34,484479808,27400,28159,489430068,3218,27957,-24699,-202,2667,Backlog clearing / catch-up activity,1603.314286,Severe urban pressure (migration hub)
jharkhand,deoghar,759021661,4423,3510,126,1018842341,27964,28442,1122275052,3183,30285,-24454,1843,3384,Backlog clearing / catch-up activity,462.4173228,Severe urban pressure (migration hub)
jharkhand,dhanbad,1752869095,6800,3937,87,3087613497,45466,81453,3387392395,4200,50570,-41529,-30883,3850,Backlog clearing / catch-up activity,1500.261364,Severe urban pressure (migration hub)
jharkhand,dumka,898250804,2718,2854,85,1307171924,28150,32743,1426904729,2984,32062,-25296,-681,2769,Backlog clearing / catch-up activity,753.5465116,Severe urban pressure (migration hub)
jharkhand,eastsinghbhum,1653755250,7486,2703,152,2877466435,52213,78914,0,0,0,-49510,-78914,2551,Backlog clearing / catch-up activity,515.7777778,Severe urban pressure (migration hub)
jharkhand,garhwa,591927367,4744,1509,15,875581229,34928,51823,937247493,3081,29367,-33419,-22456,1494,Backlog clearing / catch-up activity,5074.375,Severe urban pressure (migration hub)
jharkhand,giridih,1013363835,7543,6296,80,1274389265,45411,46777,1384225531,7275,50728,-39115,3951,6216,Backlog clearing / catch-up activity,1203.765432,Severe urban pressure (migration hub)
jharkhand,godda,540587443,3193,2051,16,756402012,36361,30080,812583292,3083,36398,-34310,6318,2035,Backlog clearing / catch-up activity,3910.470588,Severe urban pressure (migration hub)
jharkhand,gumla,790964588,4000,2440,93,1181015448,29592,47325,1211920514,3298,32837,-27152,-14488,2347,Backlog clearing / catch-up activity,852.787234,Severe urban pressure (migration hub)
jharkhand,hazaribagh,1158241390,4421,2170,31,2022207310,33484,36525,2302170915,4712,39338,-31314,2813,2139,Backlog clearing / catch-up activity,2370.71875,Severe urban pressure (migration hub)
jharkhand,jamtara,311399908,3126,1227,16,396169440,15162,18067,432855692,1364,19499,-13935,1432,1211,Backlog clearing / catch-up activity,2209.764706,Severe urban pressure (migration hub)
jharkhand,khunti,354927938,1406,1137,45,549490094,13178,24402,612960993,1039,12636,-12041,-11766,1092,Backlog clearing / catch-up activity,805.173913,Severe urban pressure (migration hub)
jharkhand,koderma,527387715,2258,1199,11,771696592,16041,19791,840986831,1557,12535,-14842,-7256,1188,Backlog clearing / catch-up activity,2693.833333,Severe urban pressure (migration hub)
jharkhand,latehar,409216181,1635,870,10,601804739,17808,18021,652903779,2390,23173,-16938,5152,860,Backlog clearing / catch-up activity,3744.909091,Severe urban pressure (migration hub)
jharkhand,lohardaga,265615206,1956,902,56,462725082,11507,20665,484443104,1200,9907,-10605,-10758,846,Backlog clearing / catch-up activity,536.3508772,Severe urban pressure (migration hub)
jharkhand,pakur,401418807,4142,2988,45,597230406,17828,14276,708206888,1946,22073,-14840,7797,2943,Backlog clearing / catch-up activity,790.1956522,Severe urban pressure (migration hub)
jharkhand,palamu,878857689,6592,1941,64,1269371065,48155,47210,1451052566,6811,54530,-46214,7320,1877,Backlog clearing / catch-up activity,1565.230769,Severe urban pressure (migration hub)
jharkhand,ramgarh,726282726,1872,1016,11,1353220110,14701,17003,1565079059,1752,18682,-13685,1679,1005,Backlog clearing / catch-up activity,2973.75,Severe urban pressure (migration hub)
jharkhand,ranchi,1501166587,9234,4507,334,2132202713,50163,92466,2279700008,6111,59751,-45656,-32715,4173,Backlog clearing / catch-up activity,454.3791045,Severe urban pressure (migration hub)
jharkhand,sahebganj,667386217,3686,2714,14,921951516,31095,23667,1057415891,3847,40519,-28381,16852,2700,Backlog clearing / catch-up activity,4279.066667,Severe urban pressure (migration hub)
jharkhand,saraikelakharsawan,987946233,2831,1205,29,1692042905,27157,40742,0,0,0,-25952,-40742,1176,Backlog clearing / catch-up activity,1358.066667,Severe urban pressure (migration hub)
jharkhand,simdega,337428277,1452,569,13,479415930,17642,37026,510319269,1292,15431,-17073,-21595,556,Backlog clearing / catch-up activity,3746.928571,Severe urban pressure (migration hub)
jharkhand,westsinghbhum,808212088,4472,2714,48,1532182907,50115,72374,0,0,0,-47401,-72374,2666,Backlog clearing / catch-up activity,1477.020408,Severe urban pressure (migration hub)
karnataka,bagalkote,1191930141,6244,888,84,1955137519,34610,33612,2094304276,8218,29064,-33722,-4548,804,Backlog clearing / catch-up activity,737.3647059,Severe urban pressure (migration hub)
karnataka,ballari,1573913008,5987,828,65,3387549459,47359,44916,3335632277,5721,32449,-46531,-12467,763,Backlog clearing / catch-up activity,1172.19697,Severe urban pressure (migration hub)
karnataka,belagavi,4103316285,12690,1430,120,8409422134,84401,79801,9104419111,11910,68395,-82971,-11406,1310,Backlog clearing / catch-up activity,1224.760331,Severe urban pressure (migration hub)
karnataka,bengaluru rural,416667582,3640,976,747,673927688,17351,17193,0,0,0,-16375,-17193,229,Backlog clearing / catch-up activity,22.98529412,Severe urban pressure (migration hub)
karnataka,bengaluru south,503680888,2697,557,28,833835632,18645,18404,0,0,0,-18088,-18404,529,Backlog clearing / catch-up activity,634.6206897,Severe urban pressure (migration hub)
karnataka,bengaluru urban,4936012003,37968,14855,7522,9304148809,176081,261813,0,0,0,-161226,-261813,7333,Backlog clearing / catch-up activity,34.80167486,Severe urban pressure (migration hub)
karnataka,bidar,775619970,3877,863,62,1165485832,35076,35969,1263830922,4586,26360,-34213,-9609,801,Backlog clearing / catch-up activity,989.3492063,Severe urban pressure (migration hub)
karnataka,chamarajanagar,724977095,2581,249,23,1596193924,15883,14561,1729840895,1481,11843,-15634,-2718,226,Backlog clearing / catch-up activity,1100.166667,Severe urban pressure (migration hub)
karnataka,chikkaballapura,567636842,2743,270,14,873385747,18203,18088,926734816,3148,24071,-17933,5983,256,Backlog clearing / catch-up activity,2810.6,Severe urban pressure (migration hub)
karnataka,chikkamagaluru,925825534,2258,190,38,2754869692,14968,19039,3059610429,1964,15672,-14778,-3367,152,Backlog clearing / catch-up activity,890.025641,Severe urban pressure (migration hub)
karnataka,chitradurga,886516697,3940,296,43,1601991220,27209,27145,1682826652,4723,32205,-26913,5060,253,Backlog clearing / catch-up activity,1348.863636,Severe urban pressure (migration hub)
karnataka,dakshina kannada,1719933761,5812,493,79,3700645191,36152,33640,0,0,0,-35659,-33640,414,Backlog clearing / catch-up activity,420.5,Severe urban pressure (migration hub)
karnataka,davanagere,1163735117,4740,374,44,2638678755,35396,48193,2660600064,4063,25232,-35022,-22961,330,Backlog clearing / catch-up activity,1631.666667,Severe urban pressure (migration hub)
karnataka,dharwad,986899361,4658,337,19,1704928817,34846,39375,1796047455,7015,34131,-34509,-5244,318,Backlog clearing / catch-up activity,3675.3,Severe urban pressure (migration hub)
karnataka,gadag,729419672,4132,343,20,1146227174,19888,16605,1295244541,4234,16167,-19545,-438,323,Backlog clearing / catch-up activity,1560.571429,Severe urban pressure (migration hub)
karnataka,hassan,1217374082,3219,175,19,3242901085,26091,24213,3861328677,4791,34443,-25916,10230,156,Backlog clearing / catch-up activity,2932.8,Severe urban pressure (migration hub)
karnataka,haveri,833953007,3940,265,59,1441859487,27378,31410,1585412482,8073,37238,-27113,5828,206,Backlog clearing / catch-up activity,1144.133333,Severe urban pressure (migration hub)
karnataka,kalaburagi,1885080073,7600,1243,86,3480482569,59206,59795,3591099481,8472,43491,-57963,-16304,1157,Backlog clearing / catch-up activity,1187.195402,Severe urban pressure (migration hub)
karnataka,kodagu,362232653,1075,72,41,898783191,7592,7872,1057608958,841,8039,-7520,167,31,Backlog clearing / catch-up activity,378.8333333,Severe urban pressure (migration hub)
karnataka,kolar,705034244,3785,296,31,1205655983,28235,28024,1322785096,5095,32405,-27939,4381,265,Backlog clearing / catch-up activity,1888.40625,Severe urban pressure (migration hub)
karnataka,koppal,736691628,4644,614,49,1061102816,28737,24711,1184790313,6148,27594,-28123,2883,565,Backlog clearing / catch-up activity,1046.1,Severe urban pressure (migration hub)
karnataka,mandya,905773532,3351,141,43,1761291600,28975,29812,1933870042,2998,26553,-28834,-3259,98,Backlog clearing / catch-up activity,1281.022727,Severe urban pressure (migration hub)
karnataka,mysuru,1889193402,6383,650,249,4949796336,45833,50712,5088583144,4612,41583,-45183,-9129,401,Backlog clearing / catch-up activity,369.18,Severe urban pressure (migration hub)
karnataka,raichur,1026902333,7425,1939,102,1402501314,49456,50891,1490120430,6174,33327,-47517,-17564,1837,Backlog clearing / catch-up activity,817.6504854,Severe urban pressure (migration hub)
karnataka,shivamogga,1417920074,4020,309,43,3496904386,26771,27895,3832351192,3486,25396,-26462,-2499,266,Backlog clearing / catch-up activity,1211.159091,Severe urban pressure (migration hub)
karnataka,tumakuru,1896021508,5461,317,47,4726528115,42870,53707,4903060307,4893,35837,-42553,-17870,270,Backlog clearing / catch-up activity,1865.5,Severe urban pressure (migration hub)
karnataka,udupi,1032073484,3302,202,43,2444594446,18551,12739,2968298522,2809,16697,-18349,3958,159,Backlog clearing / catch-up activity,669,Severe urban pressure (migration hub)
karnataka,uttara kannada,1049907598,3169,208,30,2593948291,21541,17082,0,0,0,-21333,-17082,178,Backlog clearing / catch-up activity,551.0322581,Severe urban pressure (migration hub)
