state,district,total_enrollment,total_biometric_updates,total_demographic_updates,total_updates,total_activity,drm_score,category
kerala,palakkad,6724,159847,49996,209843,216567,0.9379037434142783,High Update Pressure
kerala,pathanamthitta,1951,59370,21035,80405,82356,0.9526203312448395,Very High Update Pressure
kerala,thiruvananthapuram,6663,148817,64938,213755,220418,0.9395421426562259,High Update Pressure
kerala,thrissur,7071,145512,58820,204332,211403,0.9331040713707942,High Update Pressure
kerala,wayanad,1516,36853,18065,54918,56434,0.9462735230534784,High Update Pressure
ladakh,kargil,1022,5865,2489,8354,9376,0.7819965870307167,Very Low Update Pressure
ladakh,leh,334,5396,3246,8642,8976,0.9255793226381461,Moderate Update Pressure
lakshadweep,lakshadweep,203,4820,1176,5996,6199,0.9345055654137764,High Update Pressure
madhya_pradesh,alirajpur,7010,62133,21594,83727,90737,0.8454875078523645,Very Low Update Pressure
madhya_pradesh,anuppur,3226,71350,26195,97545,100771,0.9359736432108444,High Update Pressure
madhya_pradesh,ashoknagar,8189,74376,45017,119393,127582,0.8716276590741641,Very Low Update Pressure
madhya_pradesh,balaghat,6805,126762,79292,206054,212859,0.936060960541955,High Update Pressure
madhya_pradesh,barwani,21823,143427,82759,226186,248009,0.8240144510884686,Very Low Update Pressure
madhya_pradesh,betul,8166,155822,48246,204068,212234,0.9230472026159805,Moderate Update Pressure
madhya_pradesh,bhind,13967,83365,58016,141381,155348,0.8201843602749955,Very Low Update Pressure
madhya_pradesh,bhopal,12862,186438,90864,277302,290164,0.9113466867013137,Moderate Update Pressure
madhya_pradesh,burhanpur,9689,74141,16543,90684,100373,0.8069401133771034,Very Low Update Pressure
madhya_pradesh,chhatarpur,17836,158531,79858,238389,256225,0.8607786125475656,Very Low Update Pressure
madhya_pradesh,chhindwara,8981,140191,89422,229613,238594,0.9247173021953612,Moderate Update Pressure
madhya_pradesh,damoh,6066,134483,55454,189937,196003,0.9381029882195681,High Update Pressure
madhya_pradesh,datia,5843,47034,36445,83479,89322,0.8691699693244666,Very Low Update Pressure
madhya_pradesh,dewas,10442,119901,47249,167150,177592,0.8824046128203973,Low Update Pressure
madhya_pradesh,dhar,12712,146391,87455,233846,246558,0.8968843030848725,Low Update Pressure
madhya_pradesh,dindori,2659,61476,47417,108893,111552,0.9523271658060815,Very High Update Pressure
madhya_pradesh,guna,9811,132886,52953,185839,195650,0.8997086634295937,Low Update Pressure
madhya_pradesh,gwalior,18542,127120,81719,208839,227381,0.8369080969825975,Very Low Update Pressure
madhya_pradesh,harda,2744,47941,12261,60202,62946,0.912814158167318,Moderate Update Pressure
madhya_pradesh,indore,22303,221624,186687,408311,430614,0.896413028837892,Low Update Pressure
madhya_pradesh,jabalpur,12467,158664,92051,250715,263182,0.905259478231794,Low Update Pressure
madhya_pradesh,jhabua,13488,88726,41462,130188,143676,0.8122442161530109,Very Low Update Pressure
madhya_pradesh,katni,10941,98452,56942,155394,166335,0.8684462079538281,Very Low Update Pressure
madhya_pradesh,maihar,418,1521,4017,5538,5956,0.8596373404969778,Very Low Update Pressure
madhya_pradesh,mandla,4911,62247,56981,119228,124139,0.9208790146529294,Moderate Update Pressure
madhya_pradesh,mandsaur,8276,92460,54055,146515,154791,0.8930687184655438,Low Update Pressure
madhya_pradesh,mauganj,438,1061,4086,5147,5585,0.8431512981199641,Very Low Update Pressure
madhya_pradesh,morena,22381,145559,110417,255976,278357,0.8391921165984688,Very Low Update Pressure
madhya_pradesh,narmadapuram,6719,103906,18312,122218,128937,0.895778558520828,Low Update Pressure
madhya_pradesh,narsimhapur,6363,73465,30483,103948,110311,0.8846352584964328,Low Update Pressure
madhya_pradesh,neemuch,4964,57011,36976,93987,98951,0.8996675122030096,Low Update Pressure
madhya_pradesh,niwari,142,2295,1739,4034,4176,0.9319923371647509,High Update Pressure
madhya_pradesh,pandhurna,98,377,821,1198,1296,0.8487654320987654,Very Low Update Pressure
madhya_pradesh,panna,9339,98039,42825,140864,150203,0.8756482893151268,Very Low Update Pressure
madhya_pradesh,raisen,7567,116648,42813,159461,167028,0.9093924371961587,Low Update Pressure
madhya_pradesh,rajgarh,8171,165229,42280,207509,215680,0.9242303412462908,Moderate Update Pressure
madhya_pradesh,ratlam,7982,134947,79423,214370,222352,0.9282039289055192,Moderate Update Pressure
madhya_pradesh,rewa,10838,194959,83134,278093,288931,0.9249786281153631,Moderate Update Pressure
madhya_pradesh,sagar,13841,192725,87877,280602,294443,0.9059851991726752,Low Update Pressure
madhya_pradesh,satna,13276,172713,87053,259766,273042,0.9027548875264612,Low Update Pressure
madhya_pradesh,sehore,6518,118002,27869,145871,152389,0.9144557678047628,Moderate Update Pressure
madhya_pradesh,seoni,6081,85752,74283,160035,166116,0.9267861012786246,Moderate Update Pressure
madhya_pradesh,shahdol,5297,94572,54777,149349,154646,0.9314951566804185,High Update Pressure
madhya_pradesh,shajapur,7025,126641,31225,157866,164891,0.9147921960567891,Moderate Update Pressure
madhya_pradesh,sheopur,7230,56268,38806,95074,102304,0.8586565530184548,Very Low Update Pressure
madhya_pradesh,shivpuri,12741,166572,68930,235502,248243,0.897350579875364,Low Update Pressure
madhya_pradesh,sidhi,6292,121207,54093,175300,181592,0.93070179303053,High Update Pressure
madhya_pradesh,singrauli,6550,108430,56704,165134,171684,0.9236970247664313,Moderate Update Pressure
madhya_pradesh,tikamgarh,7242,160616,51168,211784,219026,0.9338708646462064,High Update Pressure
madhya_pradesh,ujjain,14308,149951,76708,226659,240967,0.8812451497507957,Very Low Update Pressure
madhya_pradesh,umaria,5300,39261,29625,68886,74186,0.8571158978783059,Very Low Update Pressure
madhya_pradesh,vidisha,10374,124890,49297,174187,184561,0.8875818834965133,Low Update Pressure
maharashtra,ahilyanagar,12557,369417,235680,605097,617654,0.9593396950396177,Very High Update Pressure
maharashtra,akola,4708,185085,62082,247167,251875,0.9626163771712158,Very High Update Pressure
maharashtra,amravati,6915,338283,96191,434474,441389,0.9686670941051997,Very High Update Pressure
maharashtra,beed,10753,265387,183069,448456,459209,0.953167294195018,Very High Update Pressure
maharashtra,bhandara,1903,102204,37894,140098,142001,0.9731973718494941,Very High Update Pressure
maharashtra,buldhana,8159,255238,137113,392351,400510,0.9592569473920751,Very High Update Pressure
maharashtra,chandrapur,4475,213634,112071,325705,330180,0.9728935732024956,Very High Update Pressure
maharashtra,chhatrapati_sambhajinagar,18614,318444,177507,495951,514565,0.927651511470854,Moderate Update Pressure
maharashtra,dharashiv,4170,155698,112021,267719,271889,0.9693257174802953,Very High Update Pressure
maharashtra,dhule,12605,197854,61908,259762,272367,0.9074410629775267,Low Update Pressure
maharashtra,gadchiroli,2374,140665,52698,193363,195737,0.9757429612183696,Very High Update Pressure
maharashtra,gondia,2976,98787,66601,165388,168364,0.9646480245183056,Very High Update Pressure
maharashtra,hingoli,8190,117073,96554,213627,221817,0.9261553442702769,Moderate Update Pressure
maharashtra,jalgaon,13260,417384,151076,568460,581720,0.9544110568658462,Very High Update Pressure
maharashtra,jalna,5590,192692,79540,272232,277822,0.9597584064616913,Very High Update Pressure
maharashtra,kolhapur,7480,271084,129934,401018,408498,0.9633780336745835,Very High Update Pressure
maharashtra,latur,7607,246741,125627,372368,379975,0.9599605237186657,Very High Update Pressure
maharashtra,mumbai,17481,451930,187358,639288,656769,0.9467666713867433,Very High Update Pressure
maharashtra,mumbai_suburban,18635,179117,196618,375735,394370,0.905494839871187,Low Update Pressure
maharashtra,nagpur,11828,350923,158901,509824,521652,0.9546517601772829,Very High Update Pressure
maharashtra,nanded,11947,342540,236789,579329,591276,0.9595890920652961,Very High Update Pressure
maharashtra,nandurbar,10656,201392,41644,243036,253692,0.9159926209734639,Moderate Update Pressure
maharashtra,nashik,22368,576606,246100,822706,845074,0.947062624101558,Very High Update Pressure
maharashtra,palghar,10699,157952,122107,280059,290758,0.9264061521952964,Moderate Update Pressure
maharashtra,parbhani,6272,184026,116829,300855,307127,0.9591569611268302,Very High Update Pressure
maharashtra,pune,31763,605762,438478,1044240,1076003,0.9409611311492626,High Update Pressure
maharashtra,raigad,8751,171188,129081,300269,309020,0.9433628891333894,High Update Pressure
maharashtra,ratnagiri,2603,139189,53009,192198,194801,0.9732752911946038,Very High Update Pressure
maharashtra,sangli,7632,223013,89884,312897,320529,0.9523787239220164,Very High Update Pressure
maharashtra,satara,6021,209569,98223,307792,313813,0.9616268287164649,Very High Update Pressure
maharashtra,sindhudurg,1202,48377,27892,76269,77471,0.9689690335738534,Very High Update Pressure
maharashtra,solapur,12292,334507,265546,600053,612345,0.9598526974173056,Very High Update Pressure
maharashtra,thane,43688,571273,447254,1018527,1062215,0.9177417001266222,Moderate Update Pressure
maharashtra,wardha,1953,126459,30342,156801,158754,0.9753958955364904,Very High Update Pressure
maharashtra,washim,3418,139459,54869,194328,197746,0.9654304006149302,Very High Update Pressure
maharashtra,yavatmal,7594,327187,196112,523299,530893,0.9713915986837273,Very High Update Pressure
manipur,bishnupur,1117,30309,42055,72364,73481,0.9695975830486793,Very High Update Pressure
manipur,chandel,759,8683,8989,17672,18431,0.9176387607834626,Moderate Update Pressure
manipur,churachandpur,4638,18812,19273,38085,42723,0.7828804157011445,Very Low Update Pressure
manipur,imphal_east,1132,59274,56020,115294,116426,0.9805541717485785,Very High Update Pressure
manipur,imphal_west,1236,61311,59350,120661,121897,0.9797205837715448,Very High Update Pressure
manipur,jiribam,145,1966,1997,3963,4108,0.9294060370009737,Moderate Update Pressure
manipur,kakching,109,2047,3325,5372,5481,0.960226236088305,Very High Update Pressure
manipur,pherzawl,11,2,176,178,189,0.8835978835978836,Low Update Pressure
manipur,senapati,1501,22596,25510,48106,49607,0.9394843469671619,High Update Pressure
manipur,tamenglong,960,7854,10431,18285,19245,0.9002338269680437,Low Update Pressure
manipur,thoubal,1067,56043,59244,115287,116354,0.9816594186706087,Very High Update Pressure
manipur,ukhrul,781,13690,15176,28866,29647,0.9473133875265626,Very High Update Pressure
meghalaya,east_garo_hills,6052,2724,6345,9069,15121,0.19952384101580584,Very Low Update Pressure
meghalaya,east_jaintia_hills,5133,2782,3394,6176,11309,0.09222742948094438,Very Low Update Pressure
meghalaya,east_khasi_hills,28812,21004,16360,37364,66176,0.1292311411992263,Very Low Update Pressure
meghalaya,eastern_west_khasi_hills,818,8,306,314,1132,-0.4452296819787986,Very Low Update Pressure
meghalaya,north_garo_hills,3069,1243,3832,5075,8144,0.24631630648330058,Very Low Update Pressure
meghalaya,ri_bhoi,9308,4524,8216,12740,22048,0.15566037735849056,Very Low Update Pressure
meghalaya,south_garo_hills,4441,1285,4004,5289,9730,0.08715313463514902,Very Low Update Pressure
meghalaya,south_west_garo_hills,4956,4915,7182,12097,17053,0.4187532985398464,Very Low Update Pressure
meghalaya,south_west_khasi_hills,3446,3432,4740,8172,11618,0.40678257875710105,Very Low Update Pressure
meghalaya,west_garo_hills,15875,33470,14970,48440,64315,0.5063360024877556,Very Low Update Pressure
meghalaya,west_jaintia_hills,11820,6185,7460,13645,25465,0.07166699391321421,Very Low Update Pressure
meghalaya,west_khasi_hills,15898,6054,10544,16598,32496,0.021541112752338748,Very Low Update Pressure
mizoram,aizawl,1059,37677,12892,50569,51628,0.9589757495932439,Very High Update Pressure
mizoram,champhai,1165,15968,6469,22437,23602,0.9012795525802898,Low Update Pressure
mizoram,hnahthial,2,17,47,64,66,0.9393939393939394,High Update Pressure
mizoram,khawzawl,36,8,35,43,79,0.08860759493670886,Very Low Update Pressure
mizoram,kolasib,275,10931,3867,14798,15073,0.9635109135540371,Very High Update Pressure
mizoram,lawngtlai,1642,13430,4395,17825,19467,0.8313042584887245,Very Low Update Pressure
mizoram,lunglei,726,15289,7323,22612,23338,0.9377838717970691,High Update Pressure
mizoram,mamit,250,13572,2445,16017,16267,0.9692629249400627,Very High Update Pressure
mizoram,saitual,12,77,127,204,216,0.8888888888888888,Low Update Pressure
mizoram,serchhip,102,7604,2455,10059,10161,0.9799232359019782,Very High Update Pressure
nagaland,chumoukedima,184,651,1837,2488,2672,0.8622754491017964,Very Low Update Pressure
nagaland,dimapur,3196,25223,8215,33438,36634,0.825517279030409,Very Low Update Pressure
nagaland,kiphire,908,4310,1958,6268,7176,0.7469342251950948,Very Low Update Pressure
nagaland,kohima,1621,13953,3308,17261,18882,0.828302086643364,Very Low Update Pressure
nagaland,longleng,889,2674,820,3494,4383,0.594341775039927,Very Low Update Pressure
nagaland,meluri,17,865,96,961,978,0.9652351738241309,Very High Update Pressure
nagaland,mokokchung,490,8545,2696,11241,11731,0.9164606597902992,Moderate Update Pressure
nagaland,mon,2223,14044,4662,18706,20929,0.7875674900855273,Very Low Update Pressure
nagaland,niuland,31,285,373,658,689,0.9100145137880987,Low Update Pressure
nagaland,noklak,354,747,447,1194,1548,0.5426356589147286,Very Low Update Pressure
nagaland,peren,1454,4584,1804,6388,7842,0.6291762305534302,Very Low Update Pressure
nagaland,phek,1043,8758,1468,10226,11269,0.8148904073120952,Very Low Update Pressure
nagaland,shamator,247,170,433,603,850,0.4188235294117647,Very Low Update Pressure
nagaland,tseminyu,32,186,91,277,309,0.7928802588996764,Very Low Update Pressure
nagaland,tuensang,1579,9708,4239,13947,15526,0.79659925286616,Very Low Update Pressure
nagaland,wokha,558,6927,1905,8832,9390,0.8811501597444089,Very Low Update Pressure
nagaland,zunheboto,761,7963,2439,10402,11163,0.8636567231031085,Very Low Update Pressure
odisha,angul,3220,66165,31291,97456,100676,0.9360324208351544,High Update Pressure
odisha,balangir,5670,101046,42594,143640,149310,0.9240506329113924,Moderate Update Pressure
odisha,balasore,7247,129510,55501,185011,192258,0.9246117196683623,Moderate Update Pressure
odisha,bargarh,5239,81807,35471,117278,122517,0.9144771745961785,Moderate Update Pressure
odisha,bhadrak,4891,97680,42651,140331,145222,0.9326410598945063,High Update Pressure
odisha,boudh,1599,29152,10317,39469,41068,0.9221291516509205,Moderate Update Pressure
odisha,cuttack,5402,141068,50671,191739,197141,0.9451965851852228,High Update Pressure
odisha,deogarh,883,16252,7989,24241,25124,0.9297086451202038,High Update Pressure
odisha,dhenkanal,3017,77647,29983,107630,110647,0.9454662123690656,High Update Pressure
odisha,gajapati,2002,59008,21388,80396,82398,0.9514065875385325,Very High Update Pressure
odisha,ganjam,8116,188862,98839,287701,295817,0.9451282380661017,High Update Pressure
odisha,jagatsinghapur,3878,60495,20862,81357,85235,0.9090045169237989,Low Update Pressure
odisha,jajpur,5115,97159,45707,142866,147981,0.9308695035173434,High Update Pressure
odisha,jharsuguda,1182,25856,16786,42642,43824,0.9460569550930996,High Update Pressure
odisha,kalahandi,4496,94924,47395,142319,146815,0.9387528522289956,High Update Pressure
odisha,kandhamal,3081,59939,32045,91984,95065,0.9351811918161258,High Update Pressure
odisha,kendrapara,4016,78386,39919,118305,122321,0.9343367042453872,High Update Pressure
odisha,keonjhar,5426,102233,54438,156671,162097,0.9330524315687521,High Update Pressure
odisha,khordha,5539,116947,46255,163202,168741,0.9343490912107905,High Update Pressure
odisha,koraput,4502,105211,42260,147471,151973,0.940752633691511,High Update Pressure
odisha,malkangiri,2870,48236,21072,69308,72178,0.9204743827759151,Moderate Update Pressure
odisha,mayurbhanj,8154,156985,71521,228506,236660,0.9310910166483563,High Update Pressure
odisha,nabarangpur,6674,90586,41836,132422,139096,0.904037499281072,Low Update Pressure
odisha,nayagarh,2466,62032,23512,85544,88010,0.9439609135325531,High Update Pressure
odisha,nuapada,2122,46953,18245,65198,67320,0.9369578134284017,High Update Pressure
odisha,puri,3731,74923,32863,107786,111517,0.9330864352520244,High Update Pressure
odisha,rayagada,3226,60299,32371,92670,95896,0.9327187786769,High Update Pressure
odisha,sambalpur,2577,52322,30320,82642,85219,0.9395205294593929,High Update Pressure
odisha,sonepur,1915,32830,17627,50457,52372,0.9268693194836936,Moderate Update Pressure
odisha,sundargarh,4731,110447,50336,160783,165514,0.9428326304723468,High Update Pressure
puducherry,karaikal,567,16246,6322,22568,23135,0.950983358547655,Very High Update Pressure
puducherry,puducherry,2450,53648,26128,79776,82226,0.9404081434096271,High Update Pressure
punjab,amritsar,9655,155008,99075,254083,263738,0.9267833986759587,Moderate Update Pressure
punjab,barnala,1013,35539,13504,49043,50056,0.959525331628576,Very High Update Pressure
punjab,bathinda,2704,96740,37420,134160,136864,0.9604863221884499,Very High Update Pressure
punjab,faridkot,902,39412,14722,54134,55036,0.9672214550476051,Very High Update Pressure
punjab,fatehgarh_sahib,1048,37399,15346,52745,53793,0.9610358225047869,Very High Update Pressure
punjab,fazilka,1911,61395,31662,93057,94968,0.959754864796563,Very High Update Pressure
punjab,ferozepur,1776,66810,34719,101529,103305,0.965616378684478,Very High Update Pressure
punjab,gurdaspur,5120,119235,71972,191207,196327,0.9478421205437867,Very High Update Pressure
punjab,hoshiarpur,4134,92764,46549,139313,143447,0.9423619873542145,High Update Pressure
punjab,jalandhar,4118,141270,51131,192401,196519,0.9580905663065657,Very High Update Pressure
punjab,kapurthala,3726,54103,13872,67975,71701,0.8960683951409325,Low Update Pressure
punjab,ludhiana,17614,190927,119703,310630,328244,0.8926773985206127,Low Update Pressure
punjab,malerkotla,865,13787,15099,28886,29751,0.9418506940943162,High Update Pressure
punjab,mansa,1124,59039,23555,82594,83718,0.9731479490671062,Very High Update Pressure
punjab,moga,1535,61344,24046,85390,86925,0.9646821972965199,Very High Update Pressure
punjab,pathankot,1115,26596,14496,41092,42207,0.9471651621768901,Very High Update Pressure
punjab,patiala,5150,119311,89052,208363,213513,0.9517593776491361,Very High Update Pressure
punjab,rupnagar,1249,45467,13705,59172,60421,0.9586567584118104,Very High Update Pressure
punjab,sangrur,2329,82470,29915,112385,114714,0.9593946684798716,Very High Update Pressure
punjab,sri_muktsar_sahib,1649,65102,25242,90344,91993,0.9641494461535117,Very High Update Pressure
punjab,tarn_taran,2939,80702,27415,108117,111056,0.947071747586803,Very High Update Pressure
rajasthan,ajmer,12135,141858,124036,265894,278029,0.9127069478363767,Moderate Update Pressure
rajasthan,alwar,23383,223449,144744,368193,391576,0.8805697999877419,Very Low Update Pressure
rajasthan,balotra,1,6,503,509,510,0.996078431372549,Very High Update Pressure
rajasthan,banswara,7263,93711,101294,195005,202268,0.9281843890284177,Moderate Update Pressure
rajasthan,baran,6267,80256,78758,159014,165281,0.9241655120673278,Moderate Update Pressure
rajasthan,barmer,15851,196765,111721,308486,324337,0.9022559868285148,Low Update Pressure
rajasthan,beawar,1,8,510,518,519,0.9961464354527938,Very High Update Pressure
rajasthan,bharatpur,17054,141155,105063,246218,263272,0.8704457747120848,Very Low Update Pressure
rajasthan,bhilwara,11083,120019,97739,217758,228841,0.90313798663701,Low Update Pressure
rajasthan,bikaner,13283,130871,81652,212523,225806,0.8823503361292437,Low Update Pressure
rajasthan,bundi,4872,62857,48701,111558,116430,0.9163102293223396,Moderate Update Pressure
rajasthan,chittorgarh,6343,64836,63889,128725,135068,0.9060769390233068,Low Update Pressure
rajasthan,churu,12780,133224,76097,209321,222101,0.8849172223447891,Low Update Pressure
rajasthan,dausa,6133,106330,50267,156597,162730,0.9246236096601733,Moderate Update Pressure
rajasthan,deeg,69,158,1299,1457,1526,0.90956749672346,Low Update Pressure
rajasthan,dholpur,8719,74817,78043,152860,161579,0.8920775595838568,Low Update Pressure
rajasthan,dungarpur,6571,86558,95308,181866,188437,0.9302578580639683,High Update Pressure
rajasthan,ganganagar,5504,102528,69218,171746,177250,0.9378956276445698,High Update Pressure
rajasthan,hanumangarh,4940,96633,77237,173870,178810,0.9447458195850343,High Update Pressure
rajasthan,jaipur,31146,355884,275340,631224,662370,0.9059558856832284,Low Update Pressure
rajasthan,jaisalmer,2854,44977,21384,66361,69215,0.9175323268077729,Moderate Update Pressure
rajasthan,jalore,14485,99806,67726,167532,182017,0.8408390425070186,Very Low Update Pressure
rajasthan,jhalawar,7036,80112,81092,161204,168240,0.9163575844032334,Moderate Update Pressure
rajasthan,jhunjhunu,7922,112333,57394,169727,177649,0.9108128950908815,Low Update Pressure
rajasthan,jodhpur,22215,219033,139970,359003,381218,0.8834525127354952,Low Update Pressure
rajasthan,karauli,8636,80971,58446,139417,148053,0.8833390745206109,Low Update Pressure
rajasthan,kota,7525,93354,93066,186420,193945,0.9224006806053262,Moderate Update Pressure
rajasthan,nagaur,17267,205368,103427,308795,326062,0.8940876275064251,Low Update Pressure
rajasthan,pali,9114,155910,66337,222247,231361,0.9212140334801457,Moderate Update Pressure
rajasthan,pratapgarh,3794,56287,48556,104843,108637,0.9301527104025332,High Update Pressure
rajasthan,rajsamand,4512,61962,47170,109132,113644,0.9205941360740558,Moderate Update Pressure
rajasthan,salumbar,1,1,213,214,215,0.9906976744186047,Very High Update Pressure
rajasthan,sawai_madhopur,6744,81422,45155,126577,133321,0.8988306418343697,Low Update Pressure
rajasthan,sikar,11400,161613,78337,239950,251350,0.9092898348915854,Low Update Pressure
rajasthan,sirohi,10732,70150,41293,111443,122175,0.824317577245754,Very Low Update Pressure
rajasthan,tonk,5915,79923,56628,136551,142466,0.9169626437185012,Moderate Update Pressure
rajasthan,udaipur,14906,179778,127492,307270,322176,0.9074667262614223,Low Update Pressure
sikkim,gangtok,709,9612,9380,18992,19701,0.928023958174712,Moderate Update Pressure
sikkim,gyalshing,709,6875,4574,11449,12158,0.8833689751603883,Low Update Pressure
sikkim,mangan,109,1225,1912,3137,3246,0.9328404189772027,High Update Pressure
sikkim,namchi,680,5108,10860,15968,16648,0.9183085055261894,Moderate Update Pressure
tamil_nadu,ariyalur,2412,77473,23351,100824,103236,0.9532721143787051,Very High Update Pressure
tamil_nadu,chengalpattu,1253,6248,21533,27781,29034,0.9136874009781635,Moderate Update Pressure
tamil_nadu,chennai,10043,233031,148368,381399,391442,0.948687161827295,Very High Update Pressure
tamil_nadu,coimbatore,8986,219722,117738,337460,346446,0.9481246716660028,Very High Update Pressure
tamil_nadu,cuddalore,8630,168111,81595,249706,258336,0.933187786448656,High Update Pressure
tamil_nadu,dharmapuri,5739,104858,41380,146238,151977,0.9244754140429143,Moderate Update Pressure
tamil_nadu,dindigul,6083,186123,57577,243700,249783,0.9512937229515219,Very High Update Pressure
tamil_nadu,erode,6017,147495,68409,215904,221921,0.9457734959737925,High Update Pressure
tamil_nadu,kallakurichi,1064,4818,10790,15608,16672,0.8723608445297505,Very Low Update Pressure
tamil_nadu,kancheepuram,13437,233928,141301,375229,388666,0.9308557990665507,High Update Pressure
tamil_nadu,kanniyakumari,4280,99180,59374,158554,162834,0.9474311261775796,Very High Update Pressure
tamil_nadu,karur,4019,57807,27344,85151,89170,0.9098575754177414,Low Update Pressure
tamil_nadu,krishnagiri,5075,120803,61909,182712,187787,0.945949400118219,High Update Pressure
tamil_nadu,madurai,9938,213798,106052,319850,329788,0.9397309786893399,High Update Pressure
tamil_nadu,mayiladuthurai,502,4309,3602,7911,8413,0.8806608819683822,Very Low Update Pressure
tamil_nadu,nagapattinam,4047,80677,38029,118706,122753,0.9340627112982982,High Update Pressure
tamil_nadu,namakkal,4873,120991,45816,166807,171680,0.9432315936626281,High Update Pressure
tamil_nadu,perambalur,2130,57037,15661,72698,74828,0.9430694392473405,High Update Pressure
tamil_nadu,pudukkottai,7045,130306,52057,182363,189408,0.9256103226896435,Moderate Update Pressure
tamil_nadu,ramanathapuram,4005,100419,38291,138710,142715,0.94387415478401,High Update Pressure
tamil_nadu,ranipet,111,637,1390,2027,2138,0.8961646398503275,Low Update Pressure
tamil_nadu,salem,10249,240644,106371,347015,357264,0.9426250615791124,High Update Pressure
tamil_nadu,sivaganga,4446,95190,34296,129486,133932,0.9336080996326495,High Update Pressure
tamil_nadu,tenkasi,1268,10203,10020,20223,21491,0.8819971150714252,Low Update Pressure
tamil_nadu,thanjavur,7372,169567,76835,246402,253774,0.9419010615744717,High Update Pressure
tamil_nadu,the_nilgiris,1714,44104,15273,59377,61091,0.9438869882634103,High Update Pressure
tamil_nadu,theni,3473,86722,38776,125498,128971,0.9461429313566616,High Update Pressure
tamil_nadu,thiruvallur,12040,240690,150231,390921,402961,0.940242355960006,High Update Pressure
tamil_nadu,thiruvarur,4166,72802,37782,110584,114750,0.9273899782135077,Moderate Update Pressure
tamil_nadu,thoothukkudi,5321,139867,44699,184566,189887,0.9439561423372848,High Update Pressure
tamil_nadu,tiruchirappalli,9932,193570,73681,267251,277183,0.9283361533715992,Moderate Update Pressure
tamil_nadu,tirunelveli,9675,214773,79890,294663,304338,0.9364193758255623,High Update Pressure
tamil_nadu,tirupathur,1052,12170,9445,21615,22667,0.9071778356200644,Low Update Pressure
tamil_nadu,tiruppur,6192,148772,85946,234718,240910,0.9485949109626002,Very High Update Pressure
tamil_nadu,tiruvannamalai,7266,141455,65218,206673,213939,0.9320740958871454,High Update Pressure
tamil_nadu,vellore,9633,191803,89400,281203,290836,0.9337564813159306,High Update Pressure
tamil_nadu,viluppuram,11894,206735,75356,282091,293985,0.9190843070224671,Moderate Update Pressure
tamil_nadu,virudhunagar,5407,121294,57442,178736,184143,0.9412739012615196,High Update Pressure
telangana,adilabad,4406,132321,74188,206509,210915,0.9582201360737738,Very High Update Pressure
telangana,bhadradri_kothagudem,3211,21603,33729,55332,58543,0.890302854312215,Low Update Pressure
telangana,hanumakonda,1030,9017,18975,27992,29022,0.9290193646199435,Moderate Update Pressure
telangana,hyderabad,30830,334285,251700,585985,616815,0.9000348564804682,Low Update Pressure
telangana,jogulamba_gadwal,1844,11330,33576,44906,46750,0.9211122994652406,Moderate Update Pressure
telangana,kamareddy,2008,15241,24445,39686,41694,0.9036791864536864,Low Update Pressure
telangana,karimnagar,6549,154700,88987,243687,250236,0.947657411403635,Very High Update Pressure
telangana,khammam,5021,103128,84971,188099,193120,0.9480012427506214,Very High Update Pressure
telangana,kumuram_bheem_asifabad,1106,9677,27458,37135,38241,0.9421563243639026,High Update Pressure
telangana,mahabubabad,1503,10180,23410,33590,35093,0.9143418915453224,Moderate Update Pressure
telangana,mancherial,1094,12409,27123,39532,40626,0.9461428641756511,High Update Pressure
telangana,medak,8950,149111,67462,216573,225523,0.920628938068401,Moderate Update Pressure
telangana,medchal_malkajgiri,5311,35599,87280,122879,128190,0.9171386223574381,Moderate Update Pressure
telangana,mulugu,937,5387,11698,17085,18022,0.8960159804683165,Low Update Pressure
telangana,nagarkurnool,1361,12454,20170,32624,33985,0.919905840812123,Moderate Update Pressure
telangana,nalgonda,7828,170642,106086,276728,284556,0.9449809527825805,High Update Pressure
telangana,narayanpet,1310,6287,16732,23019,24329,0.8923095893789305,Low Update Pressure
telangana,nirmal,1401,13324,33846,47170,48571,0.9423112556875501,High Update Pressure
telangana,nizamabad,7101,128175,72310,200485,207586,0.9315849816461611,High Update Pressure
telangana,peddapalli,588,6427,9927,16354,16942,0.9305867075906032,High Update Pressure
telangana,rajanna_sircilla,888,8085,11165,19250,20138,0.9118085212036945,Moderate Update Pressure
telangana,ranga_reddy,19965,307139,224996,532135,552100,0.9276761456257925,Moderate Update Pressure
telangana,sangareddy,2703,22079,37288,59367,62070,0.9129047849202513,Moderate Update Pressure
telangana,siddipet,1876,16209,35961,52170,54046,0.9305776560707545,High Update Pressure
telangana,suryapet,2042,20093,45789,65882,67924,0.9398739767975973,High Update Pressure
telangana,vikarabad,2593,14223,60549,74772,77365,0.9329671039875913,High Update Pressure
telangana,wanaparthy,1667,9974,25180,35154,36821,0.9094538442736482,Low Update Pressure
telangana,warangal,5413,159131,96129,255260,260673,0.9584690397547886,Very High Update Pressure
telangana,yadadri_bhuvanagiri,1586,12674,39872,52546,54132,0.9414024975984631,High Update Pressure
tripura,dhalai,1452,35615,15817,51432,52884,0.9450873610165645,High Update Pressure
tripura,gomati,679,14702,9761,24463,25142,0.9459867950043751,High Update Pressure
tripura,khowai,339,9166,3511,12677,13016,0.9479102642901045,Very High Update Pressure
